"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall CSAT","Group_Overall CSAT","Numeric_Overall CSAT","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-3PS","Numeric_People-3PS","Product/Premise-3PS","Numeric_Product/Premise-3PS","Process-3PS","Numeric_Process-3PS","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Selalu suka olahraga disini tambah semangat, banyak fasilitas bikin makin seru dan ga bosenin","Activities and Attractions Enhancement","Positive","5","5","5","5","5","5","1b46b6e4-6c3c-4db3-acbc-13d59adb091a","Completed",,"18-03-2026 10:25:41",,"2035304",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-18T02:51:45.1236Z",,,,,,,,,,,,,,,,,
"2","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Sudah baik, petunjuk arah sudah cukup lengkap. Dan, petugas ramah","Staff Friendliness and Service Quality|Tourist Information and Guidance","Positive","5","5","5","5","5","5","164e2e96-7c77-46c9-8aa1-2f80af0452fb","Completed",,"18-03-2026 11:55:01",,"63884",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-18T04:53:57.8106Z",,,,,,,,,,,,,,,,,
"3","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","tmii luas banget ternyata, lumayan cape tapi berasa puasnya walupun cuma keliling2 aja","Activities and Attractions Enhancement","Positive","4","4","4","4","4","4","1b7f0eca-64fe-4815-8f3e-cc39fe879eaf","Completed",,"18-03-2026 12:29:57",,"55685",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-18T05:29:01.9699Z",,,,,,,,,,,,,,,,,
"4","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Sudah cukup baik",,"Neutral","5","5","5","5","5","5","a11c2cac-386a-47fc-adfe-397249b53f96","Completed",,"18-03-2026 13:00:00",,"20480",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-18T05:59:40.6279Z",,,,,,,,,,,,,,,,,
"5","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Fasilitas sudah baik. Staff sangat ramah dan memberikan informasi yang lengkap seperti memberikan saran yang sangat bermanfaat.","Facility Cleanliness and Maintenance|Staff Friendliness and Service Quality|Tourist Information and Guidance","Positive","5","5","5","5","5","5","290c9e50-1193-49ab-9880-75d09d5aa708","Completed",,"18-03-2026 16:05:16",,"106652",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-18T09:03:29.5008Z",,,,,,,,,,,,,,,,,
"6","IDM","TMII","SHUTTLE","LRT 1","IDM-TMII-SHUTTLE -LRT 1-01",,,,"5","Satisfied","5","bagus",,"Positive","5","5","5","5",,,"4eaf1feb-854f-4450-8a30-155859f2c2a1","Completed",,"17-03-2026 13:08:40",,"15695",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-17T06:08:24.8139Z",,,,,,,,,,,,,,,,,
"7","IDM","TMII","SHUTTLE","LRT 1","IDM-TMII-SHUTTLE -LRT 1-01",,,,"4","Satisfied","4","keren",,"Positive","4","4","4","4",,,"67d0e46d-30ce-4760-9b23-5f6580081170","Completed",,"17-03-2026 13:08:59",,"17664",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-17T06:08:42.1162Z",,,,,,,,,,,,,,,,,
"8","IDM","TMII","SHUTTLE","LRT 2","IDM-TMII-SHUTTLE -LRT 2-01",,,,"5","Satisfied","5","keren bgt",,"Positive","5","5","5","5",,,"ea0fa178-9df6-4618-8854-a369a9d80e9b","Completed",,"17-03-2026 13:09:20",,"16420",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-17T06:09:04.3054Z",,,,,,,,,,,,,,,,,
"9","IDM","TMII","SHUTTLE","LRT 2","IDM-TMII-SHUTTLE -LRT 2-01",,,,"5","Satisfied","5","bgs",,"Positive","5","5","5","5",,,"2f51f97d-6ad8-4555-9c2c-f9e0892b4680","Completed",,"17-03-2026 13:09:41",,"18550",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-17T06:09:22.7683Z",,,,,,,,,,,,,,,,,
"10","IDM","TMII","SHUTTLE","LRT 1","IDM-TMII-SHUTTLE -LRT 1-01",,,,"5","Satisfied","5","Sangat memuaskan nyaman sekali","Amenities and Comfort (AC, Seating, Wangi, etc.)","Positive","5","5","5","5",,,"44409194-297c-4b64-a2ee-de2bebf0ec9d","Completed",,"17-03-2026 13:42:06",,"118337",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,"2026-03-17T06:40:07.2757Z",,,,,,,,,,,,,,,,,
