"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","BPN","6","PRAYING ROOM Mushollah C7 Depan Gate 8","BPN-MS-C7",,,,"5","Satisfied","5","Sangat Puas","Operational Efficiency and Overall Satisfaction (Flight Punctuality, Service Quality, Facility Improvements)","Positive",,,"5","5","5","5","00df9322-bc34-40dd-984d-cf5677a281fe","Completed",,"08-04-2026 05:56:16",,"59185",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","baik",,"Positive","5","5","5","5","5","5","6dfc9c97-f808-4968-ae83-3d0fe06c021c","Completed",,"08-04-2026 11:33:19",,"31602",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR GATE 5 WANITA","I.G.09.W",,,,"5","Satisfied","5","AC terminal 3 terlalu amat dingin. Perhatikan mengatur suhu nya karena kesian penumpang dan petugas. Please","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Negative","5","5","5","5","5","5","855cc251-9183-4793-8478-19da2339bf25","Completed",,"07-04-2026 16:03:12",,"112360",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","KNO","3","TOILET,A6 PRIA","KNO-TP-A06",,,,"5","Satisfied","5","Puas dengan keramahan staff","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","50477980-74f7-4df8-a721-ad7f6b6e90f5","Completed",,"07-04-2026 17:34:23",,"104294",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T1","1","TOILET T1B - CHECKIN PRIA","B. HCI. P",,,,"5","Satisfied","5","Bgs",,"Positive","5","5","5","5","5","5","665886bb-45b5-4192-80dd-03152f06c51d","Completed",,"07-04-2026 19:07:19",,"317105",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CURBSIDE PRIA","I.G.01.P",,,,"1","Not Satisfied","1","Bau kotor air pipis dimana2 toilet kotor tisu berserakan","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","3","3","1","1","1","1","b31da3ae-a737-4533-99a1-1d4294de90a6","Completed",,"08-04-2026 02:52:21",,"66320",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","BPN","6","TOILET C3 - WANITA","BPN-TOILET-C3-W",,,,"5","Satisfied","5","Bersih harum kering 🥰🥰🥰🥰🥰","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","948b6198-467f-4571-a173-6401fb9aee50","Completed",,"08-04-2026 07:14:53",,"52627",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 15 PRIA","D.F.05.P",,,,"5","Satisfied","5",,,,,,,,,,"ef1dbb56-4b3f-4f07-b6ed-aa6549124142","Partial",,"08-04-2026 07:36:40",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T2","1","TOILET T2D - ARRIVAL CORRIDOR PRIA","API&IAS-TOILET-CGK T2-CCA D TP",,,,"5","Satisfied","5","Udah baik",,"Neutral","5","5","5","5","5","5","02317101-be56-4e0d-b3e6-6709678169ef","Partial",,"08-04-2026 08:48:31",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T3","1","TOILET T3 INT - BOARDING ROOM GATE 7 WANITA","I.F.03.W",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","fcdedc43-2a26-4a97-bbce-e8952b58f1cc","Completed",,"08-04-2026 10:21:16",,"94994",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","BPN","6","TOILET A2 - DIFABLE","BPN-TOILET-A2-DIFABLE",,,,"5","Satisfied","5","Petugas ramah sekaliiii","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","7475a3c4-68cc-4a20-b192-80aa8e33e3e1","Completed",,"08-04-2026 11:49:59",,"43470",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CORRIDOR GATE 14 PRIA","D.G.07.P",,,,"5","Satisfied","5","Toilet sudah bersih,wangi & ramah dari petugasnya","Customer Service and Staff Behavior|Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","42ca8216-4ea1-4778-8b50-21f80c183a7f","Partial",,"08-04-2026 13:29:10",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
