"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall CSAT","Group_Overall CSAT","Numeric_Overall CSAT","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-3PS","Numeric_People-3PS","Product/Premise-3PS","Numeric_Product/Premise-3PS","Process-3PS","Numeric_Process-3PS","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","IDM","TMII","TOILET","Elevated Parking LT 1 Zona 1","IDM-TMII-TOILET - Elevated Parking LT 1 Zona 1-01",,,,"1","Not Satisfied","1","Toiilet sering digunakan untuk buang air besar sambil merokok, pelakunya  pegawai TMII sendiri, sangat mengganggu sekali!","Facility Cleanliness and Maintenance","Negative","1","1","1","1","1","1","ad4e3706-3b4c-44e2-9e6a-930fa304e8f8","Completed",,"16-05-2026 06:26:42",,"217590",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Sangat seru",,"Positive","5","5","5","5","5","5","7c8513c7-c1fc-4e04-9e82-db2b5de35b9b","Completed",,"16-05-2026 11:51:05",,"52423",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"4","Satisfied","4",,,,"4","4","4","4","4","4","7216a594-4776-41e9-ad54-7dc7309e48a7","Completed",,"16-05-2026 11:51:14",,"48909",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Tidak ada sudah cukur keren",,"Neutral","5","5","5","5","5","5","7d3de604-dd66-4ad4-8a93-a55ce92ade5a","Completed",,"16-05-2026 11:51:15",,"54624",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","menurut saya baik dan tanggap","Staff Friendliness and Service Quality","Positive","5","5","5","5","5","5","49dda8e7-dad5-4419-b6e6-0e2de11db791","Completed",,"16-05-2026 11:51:32",,"47996",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","331add15-e467-460a-8c97-d225a0fe484c","Completed",,"16-05-2026 11:51:37",,"41376",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","sangat puas",,"Positive","5","5","5","5","5","5","a9a81836-71df-4690-9174-6a6fe0e777f2","Completed",,"16-05-2026 11:51:48",,"72572",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Rute tambah","Accessibility and Ease of Navigation","Neutral","5","5","5","5","5","5","95088302-6b27-455e-972e-b594c86c812d","Completed",,"16-05-2026 11:52:22",,"48714",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","Sudah sangat okee, hanya saja cuaca sedang panas, jadi agak lelah","Environmental Sustainability and Green Initiatives","Neutral","5","5","5","5","5","5","4ed411c2-b0d2-4639-9e48-d6a2e065c88e","Completed",,"16-05-2026 11:52:34",,"114272",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01",,,,"5","Satisfied","5","kerenn bangett",,"Positive","5","5","5","5","5","5","ff42f6da-744a-4e94-9ea4-e957c4be4d6e","Completed",,"16-05-2026 11:52:49",,"114786",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","80eab614-c35c-4181-8073-8f1bbbf463e7","4",,"true",,,,,,,,,,,,,,,,,,,,,,
