"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","SUB","4","T2,A10","SUB-PRAYI-T2-A10",,,,"4","Satisfied","4","Bisa sediakan praying room khusus untuk wanita","Prayer and Musholla Facilities (Availability, Cleanliness, Maintenance)","Positive",,,"5","5","5","5","1499003d-8645-4d2f-9b27-2e5405e938d2","Completed",,"13-06-2026 15:24:10",,"70400",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T3","1","CHECK IN T3 INT","HCI.T3.INT",,,,"1","Not Satisfied","1",,,,,,,,,,"0cc4d0b5-59f0-4f89-a151-23698e280e61","Partial",,"12-06-2026 15:55:13",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API","YIA","4","CHECK IN C","YIA-CHECKIN-C",,,,"3","Neutral","3","Mesin Boardingpas kertas sering habis","Check-in Process and Counter Availability","Negative","5","5","4","4","5","5","3191f000-c967-4756-a1fa-1c0762fec74f","Partial",,"13-06-2026 07:25:53",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"5","Satisfied","5","Airasia",,"Neutral","5","5","5","5","5","5","d22601bc-fede-45ec-b6e9-c0ded8df5faa","Completed",,"13-06-2026 15:52:03",,"181910",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API","BPN","6","BOARDING LOUNGE 1","BPN-G1",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","ea56fc71-f064-4b89-b2b1-24c42779cd37","Partial",,"12-06-2026 15:48:07",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API","SUB","4","T1,GATE 8","SUB-BOARD-T1-GATE 8",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","ce993294-2299-4662-9417-b31f24cfcf06","Completed",,"12-06-2026 17:08:20",,"149271",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","BPN","6","TOILET A2 - PRIA","BPN-TOILET-A2-P",,,,"4","Satisfied","4","N/A",,"Neutral","4","4","4","4","4","4","5d626bbd-74ae-47ef-9487-69bf55f3521e","Completed",,"12-06-2026 16:39:16",,"94725",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T2","1","TOILET T2D - ARRIVAL CORRIDOR WANITA","API&IAS-TOILET-CGK T2-CCA D TW",,,,"5","Satisfied","5","Petugas ramah banget , bersih 👍👍👍","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","145d108a-1044-41f1-ab79-01f68f5d7696","Completed",,"12-06-2026 18:20:35",,"51896",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","KNO","3","TOILET,P5 WANITA","KNO-TW-P05",,,,"5","Satisfied","5","Dipertahankan",,"Positive","5","5","5","5","5","5","a8ca06a7-7bda-4991-b39e-4061ed8dde9f","Completed",,"12-06-2026 18:52:22",,"67334",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P",,,,"5","Satisfied","5","Bagus banget","Environmental Comfort (Air Conditioning, Temperature, Air Quality, Ventilation)","Positive","5","5","5","5","5","5","ca336a22-ee6c-4197-a39b-3b8e903afcde","Completed",,"12-06-2026 21:17:54",,"52910",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"11","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P",,,,"5","Satisfied","5","Clean and good quality .","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Positive","5","5","5","5","5","5","6c2599f2-bf8f-4918-ac67-f9c0d4c2f5e7","Completed",,"13-06-2026 01:39:07",,"107594",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
