"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API dan IAS","CGK T2","1","SCP T2E","API-SCP-CGK T2-SCP 2E",,,,"1","Not Satisfied","1",,,,,,,,,,"757870db-3639-42a4-b243-1077986038b4","Partial",,"30-06-2026 12:14:06",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T3","1","CHECK IN T3 INT","HCI.T3.INT",,,,"4","Satisfied","4",,,,"4","4","4","4","4","4","c0e9795f-6e21-43dd-9c7c-24350239db0d","Partial",,"30-06-2026 04:34:33",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T2","1","CHECK IN T2E","API-CHECK IN-CGK T2-HCI E",,,,"1","Not Satisfied","1",,,,,,,,,,"03274678-bfa1-4bbe-8dff-677fb7404a27","Partial",,"30-06-2026 09:35:54",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T2","1","CHECK IN T2D","API-CHECK IN-CGK T2-HCI D",,,,"1","Not Satisfied","1","Sangat lambat dan lelet sekali pelayanan","Operational Efficiency and Overall Satisfaction (Flight Punctuality, Service Quality, Facility Improvements)","Negative","1","1","1","1","1","1","c0385fe8-8e4b-4b37-9990-2a3e80c329ef","Completed",,"30-06-2026 14:46:12",,"76775",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API","YIA","4","BOARDING LOUNGE DOMESTIK / GATE 1B","YIA-BR1B",,,,"4","Satisfied","4",,,,,,,,,,"b2e1cff0-3dc8-4778-b7ec-8d6b469be5e2","Partial",,"30-06-2026 08:54:09",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API","BPN","6","BOARDING LOUNGE 9","BPN-G9",,,,"3","Neutral","3","Fasilitas kurang lengkap","Airport Facilities and Amenities (Shower Rooms, Charging Stations, Food & Beverage)","Negative","2","2","1","1","1","1","ba7486a5-ea1a-4c8e-ade8-fb8f7447e71b","Completed",,"30-06-2026 15:06:31",,"115459",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","KNO","3","TOILET,A6 WANITA","KNO-TW-A06",,,,"5","Satisfied","5","Bagus clean
Di pertahankan","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","23910ac3-195b-40b2-b0da-9f2ac3c6cbb9","Partial",,"29-06-2026 15:56:22",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","KNO","3","TOILET,P1 PRIA","KNO-TP-P01",,,,"4","Satisfied","4","Tandas nya biasa2 saja","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Neutral","4","4","5","5","4","4","50256f69-7c0e-4486-8e54-9a6f58800971","Completed",,"29-06-2026 19:18:29",,"74356",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","KNO","3","TOILET,P4 WANITA","KNO-TW-P04",,,,"5","Satisfied","5",,,,,,,,,,"92cc8523-f97a-4472-a9f2-3f57d3d9fc0e","Partial",,"29-06-2026 19:33:14",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","BPN","6","TOILET C7 - WANIT","BPN-TOILET-C7-W",,,,"4","Satisfied","4",,,,,,,,,,"1adaa22f-2b03-4993-8bff-0c4b521c6777","Partial",,"29-06-2026 19:52:16",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
