"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","SUB","4","T2, CENTRALIZE","SUB-SCP-T2- CENTRALIZE",,,,"5","Satisfied","5","Petugasnya sangat ramah","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","e82019c1-222b-4bfe-9bfa-f504c4dceba1","Partial",,"09-06-2026 20:02:55",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","SCP T2F","API-SCP-CGK T2-SCP 2F",,,,"4","Satisfied","4","Cukup",,"Neutral",,,,,,,"cf1aed2c-f2d1-4f71-ad26-85cd06939228","Partial",,"10-06-2026 10:33:39",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","KNO","3","TOILET,A7 DIFABEL","KNO-DF-A07",,,,"5","Satisfied","5","For now the Facility just great and comfortable","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","ee5efbec-d49e-41f2-9260-c085e76ff129","Completed",,"09-06-2026 17:31:46",,"81383",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T3","1","TOILET T3 INT - PARKING PRIA","PI.03.U.P",,,,"4","Satisfied","4","Ok",,"Neutral",,,,,,,"2936e7d9-0830-4bc8-ac5c-00803d0326d4","Partial",,"09-06-2026 17:50:31",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"5","Satisfied","5",,,,,,,,,,"2be8d62d-887b-47a0-b2b4-c0fc743740e5","Partial",,"09-06-2026 17:47:01",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","CGK T2","1","TOILET T2E - DEPARTURE CURBSIDE PRIA","API&IAS-TOILET-CGK T2-PCI E TP",,,,"1","Not Satisfied","1",,,,,,,,,,"bec18a97-03d7-40ac-acab-4e4ae811047f","Partial",,"09-06-2026 18:54:01",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR BBKK-IMIGRASI PRIA","I.G.05.P",,,,"5","Satisfied","5","Bersih dan rapih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","951bc8c4-c213-4201-a691-99c095a2ed3c","Completed",,"09-06-2026 20:34:42",,"25736",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","CGK T3","1","TOILET T3 DOM - GROUND FLOOR ARRIVAL","D.G.03.P",,,,"5","Satisfied","5","Beraih",,"Negative","5","5","5","5","5","5","aa3ae7fc-e964-4b3f-988c-f4281ff14049","Completed",,"09-06-2026 20:38:39",,"86020",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-5 WANITA","A.BL5.W",,,,"5","Satisfied","5","Baik tapi ada yang kurang sabun nya gak wangi","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","5","5","3","3","5","5","6211d6e4-bc8e-4fc7-b614-33612a595b71","Completed",,"09-06-2026 23:17:01",,"147558",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","d6fa3677-f17f-45e6-a976-49941d640145","Completed",,"10-06-2026 06:48:47",,"29997",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
