"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"1","API","UPG","5","MUSHOLLA LOBBY KEDATANGAN DOMESTIK","UPG-MUSHOLLALOBBYARRIVALDOM",,,,"3","Neutral","3","Karpet","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative",,,,,,,"47e066d1-3513-4886-b375-89c59de9df29","Partial",,"05-07-2026 04:37:24",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"2","API dan IAS","CGK T2","1","PRAYING ROOM T2F -BOARDING ROOM T2F-5","API-PRAYING ROOM-CGK T2-BL F5 PR",,,,"5","Satisfied","5","Toilet sangat bersih dan Petugas Ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive",,,"5","5","5","5","1e6bc760-753c-4631-badd-aac0934c9d79","Partial",,"05-07-2026 14:02:12",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"3","API dan IAS","CGK T2","1","CHECK IN T2E","API-CHECK IN-CGK T2-HCI E",,,,"2","Not Satisfied","2","Pelayanan counter check in di Terminal 2E (Super Air Jet) pada tanggal 5 Juli 2026 hanya membuka 5 counter check in untuk baggage drop Sumatera, Kalimantan, Jawa, Kalimantan, Sulawesi, Lombok dan Bali sehingga menimbulkan antrean yang sangat panjang, terlihat hanya 1 orang personel TSS","Check-in Process and Counter Availability","Negative","4","4","1","1","1","1","5ff6231a-f485-4a78-8c90-7d8caa35b845","Completed",,"05-07-2026 15:34:07",,"161899",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"4","API dan IAS","CGK T3","1","T3 INT - ARRIVAL CORRIDOR PIER 1 GATE 4 PRIA","I.G.11.P",,,,"5","Satisfied","5","Toilet bersih",,,"5","5","5","5","5","5","7b640f31-2c01-4204-be19-f2c37053881a","Completed",,"04-07-2026 16:59:29",,"37935",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"5","API dan IAS","BPN","6","TOILET C8 - PRIA","BPN-TOILET-C8-P",,,,"4","Satisfied","4",,,,,,,,,,"9aeb28f3-991b-4d63-86dc-9baa6284aa5a","Partial",,"04-07-2026 17:45:35",,,,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"6","API dan IAS","CGK T3","1","TOILET T3 INT - ARRIVAL CORRIDOR BBKK-IMIGRASI PRIA","I.G.05.P",,,,"5","Satisfied","5","Ramah sekali dan selalu menyapa. Sehat sehat ya bapak",,,"5","5","5","5","5","5","0db8aa32-b842-4d06-9552-e392e5580ffb","Completed",,"04-07-2026 18:45:08",,"71197",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"7","API dan IAS","UPG","5","TOILET 1H BAGGAGE CLAIM DOMESTIK PRIA","UPG-TOILET-1H_P",,,,"5","Satisfied","5","Sempurna",,,"5","5","5","5","5","5","21e59597-a687-4624-896c-44e5c5e38c41","Completed",,"04-07-2026 20:25:00",,"85555",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"8","API dan IAS","KNO","3","TOILET,A8 PRIA","KNO-TP-A08",,,,"5","Satisfied","5","Toilet bersih & Petugasnya juga ramah sekali",,,"5","5","5","5","5","5","5b48be1a-4367-48f7-9f68-e185de77762d","Completed",,"04-07-2026 22:00:00",,"116324",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"9","API dan IAS","UPG","5","TOILET 1H BAGGAGE CLAIM DOMESTIK WANITA","UPG-TOILET-1H_W",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","83cb1142-ada0-4533-b9f5-a3b66eb9948b","Completed",,"04-07-2026 22:27:30",,"164401",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
"10","API dan IAS","CGK T2","1","TOILET T2D - CURBSIDE KEBERANGKATAN WANITA","API&IAS-TOILET-CGK T2-PCI D TW",,,,"5","Satisfied","5",,,,"5","5","5","5","5","5","62632e81-d5be-48f9-8eec-d1752ee7998c","Completed",,"04-07-2026 23:05:53",,"58000",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,,
