"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff (penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Fasilitas Toilet  (Toilet bowl, tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Campaign Id"
"1","API dan IAS","CGK T2","1","TOILET T2D - BOARDING ROOM T2D-3 PRIA","API&IAS-TOILET-CGK T2-BL D3 TP","5","Satisfied","5",,,,"5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"787332f2-4701-4d96-a860-65e7d82d31d1","Completed","New","20-12-2025 14:58:45","Anonymous","48034",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T07:57:54.8481Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"2","API dan IAS","CGK T1","1","TOILET T1A - BAGGAGE CLAIM WANITA","A.CCAT.W","5","Satisfied","5","Pertahankan kebersihan dan keramahan petugasnya.

Layak sbg bandara internasional","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"03092b13-448d-4719-bb9a-cfc2b5c824f2","Completed","New","20-12-2025 14:09:45","Anonymous","123950",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T07:07:40.9308Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"3","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P","5","Satisfied","5","Sangat Baik & Besih dan pelayanan sangat baik","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"6289f310-81a2-4dad-b011-0299f48d6e56","Completed","New","20-12-2025 13:22:40","Anonymous","75842",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T06:21:23.9311Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"4","API dan IAS","KNO","3","TOILET,D1 PRIA","KNO-TP-D01","4","Satisfied","4","Toilet lagi rusak beberapa tapi saya Masi menghargai , semoga toilet dapat lebih ditingkatkan lagi seperti menambahkan lebih banyak tanaman supaya adem","Facility Maintenance and Upkeep|Suggestions for Facility Improvements (e.g., additional toilets, decoration, signage)","Positive","4","4","5","5","3","3","Berpenampilan rapi dengan seragam jelas",,,,"Toilet memiliki aroma yang wangi",,,,,,"Proses penanganan masalah lambat sehingga aktivitas tidak berjalan dengan lancar",,"af57534f-ea02-4760-8228-8210a490e17e","Completed","New","20-12-2025 12:27:29","Anonymous","76184",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T05:26:13.0421Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"5","API dan IAS","KNO","3","TOILET,A3 PRIA","KNO-TP-A03","5","Satisfied","5","bwrsih wangi","Odor Control, Ventilation, and Overall Comfort","Neutral","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Penerangan dan sirkulasi udara toilet baik|Toilet memiliki aroma yang wangi|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Ketersediaan tisu, sabun, air, dan hand dryer",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"f2d68ac1-bf44-4a9c-89eb-306480bb9269","Completed","New","20-12-2025 12:20:36","Anonymous","34635",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T05:19:59.7646Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"6","API dan IAS","KNO","3","TOILET,A8 PRIA","KNO-TP-A08","5","Satisfied","5","Tissue di westaple","Toilet Facilities and Completeness (e.g., soap, water, seats)","Neutral","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"08ac6b7d-3511-41b6-b023-d74f6bf42ce6","Completed","New","20-12-2025 11:45:26","Anonymous","82689",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T04:44:01.8277Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"7","API dan IAS","CGK T2","1","TOILET T2E - BOARDING ROOM T2E-2 PRIA","API&IAS-TOILET-CGK T2-BL E2 TP","5","Satisfied","5","Sabtu 20 Des 2025 Pukul 10.58, Staf laki2 dan Perempuan Ramah, Komunikatif, Care, Sopan, Resik, Rapih..Pertahankan terus pelayanannya

Tingkatkan : Gantungan Besi utk tas di dalam WC

Semoga lebih baik dan salam sehat semuanya
@Youtube #IdrusBorneo","Facility Maintenance and Upkeep","Positive","5","5","3","3","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,,,"Lainnya","Besi gantungan Tas","Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih|Lainnya","Tambahkan Keranjang menaruh koper /Tas",,,"f5e97408-781e-41b9-811e-29538e9e989b","Completed","New","20-12-2025 11:20:55","Anonymous","311517",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T04:15:38.6945Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"8","API dan IAS","KNO","3","TOILET,P5 PRIA","KNO-TP-P05","5","Satisfied","5","Sangat Bersih & pelayanan sangat baik","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"84b2b83f-0c1e-4406-9eae-3ced3c73ff87","Completed","New","20-12-2025 09:57:17","Anonymous","82911",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T02:55:54.3376Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"9","API dan IAS","CGK T2","1","TOILET T2E - BOARDING ROOM T2E-2 PRIA","API&IAS-TOILET-CGK T2-BL E2 TP","5","Satisfied","5","Ada kerusakan Roob Hook di toilet pria ruang tggu terminal 2E, mohon dapat segera diganti...
Terima kasih","Facility Maintenance and Upkeep","Negative","5","5","4","4","4","4","Petugas ramah dan sopan|Cepat tanggap saat membantu penumpang|Berpenampilan rapi dengan seragam jelas",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Penerangan dan sirkulasi udara toilet baik|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"029f505e-64bc-4faf-a4bc-bd0d3ec7d78c","Completed","New","20-12-2025 09:38:32","Anonymous","237670",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T02:34:33.5987Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"10","API dan IAS","SUB","4","T1,GATE 10 CONCOURSE 4,FAMILY","SUB-TOILE-T1-GATE 10 CONCOURSE 4,","5","Satisfied","5","Survey senyum lebih dipermudah, kalau bisa orang tinggal enter saja.","Signage, Directions, and Facility Accessibility","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"8c4cd09c-1a66-4b12-964c-1c6cd2a6aa1d","Completed","New","20-12-2025 09:37:50","Anonymous","232316",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-20T02:33:53.3445Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
